Order Number,Order Date and Time,Order_City,Restaurant Type,Total Bill (in Saudi Riyals),Delivery Duration (in minutes),Customer Rating (from 1 to 5 stars)
3135,2/9/2023 20:29,Khobar,Indian Cuisine,362.38,14,2
3136,12/23/2024 5:50,Dammam,Sweets,316.59,14,2
3137,11/21/2023 3:40,Buraidah,Coffee,551.59,17,4
3138,1/9/2022 11:28,Mecca,Sweets,656.47,5,2
3139,6/14/2024 1:26,Dammam,Sweets,748.44,7,5
3140,9/13/2023 9:00,Abha,Indian Cuisine,455.70,14,4
3141,5/27/2022 5:36,Medina,Pizzeria,128.38,12,2
3142,7/8/2023 6:10,Medina,Sweets,577.63,12,2
3143,8/28/2024 15:47,Medina,Sweets,96.09,16,2
3144,7/20/2023 6:45,Tabuk,Italian Cuisine,616.85,7,1
3145,5/3/2022 14:43,Tabuk,Indian Cuisine,38.05,17,4
3146,8/27/2024 14:53,Jeddah,Indian Cuisine,748.32,17,2
3147,12/9/2024 14:24,Tabuk,Pizzeria,456.14,9,4
3148,3/17/2023 20:36,Dammam,Burger,226.56,4,5
3149,1/25/2023 7:50,Hail,Vegetarian/Vegan,186.76,15,2
3150,3/10/2023 1:17,Buraidah,Barbecue,64.67,16,2
3151,1/15/2025 11:30,Medina,Bakeries,770.12,10,4
3152,9/30/2023 16:56,Dammam,Sushi,444.89,13,2
3153,7/27/2024 4:56,Dammam,Italian Cuisine,555.09,8,2
3154,12/28/2024 9:58,Jeddah,Vegetarian/Vegan,559.74,14,1
3155,11/10/2022 16:53,Dammam,Indian Cuisine,511.26,17,2
3156,12/31/2023 21:26,Abha,Barbecue,776.46,7,2
3157,8/29/2022 19:41,Khobar,Italian Cuisine,293.28,18,2
3158,12/10/2022 6:39,Khobar,Coffee,688.33,12,2
3159,1/29/2025 17:55,Medina,Coffee,237.50,18,3
3160,9/16/2024 14:08,Tabuk,Seafood,209.24,8,2
3161,4/24/2024 17:29,Dammam,Sushi,573.49,13,3
3162,10/13/2022 6:33,Khobar,Indian Cuisine,586.71,9,2
3163,4/9/2024 11:42,Hail,Indian Cuisine,104.73,10,3
3164,12/1/2022 1:22,Mecca,Pizzeria,65.29,10,4
3165,1/24/2023 7:57,Riyadh,Coffee,342.13,9,3
3166,9/15/2023 23:04,Dammam,Burger,364.03,5,2
3167,1/8/2024 21:10,Dammam,Fast Food,80.72,7,3
3168,9/5/2024 17:09,Buraidah,Seafood,518.51,14,2
3169,12/12/2023 19:08,Buraidah,Bakeries,589.51,13,5
3170,8/24/2024 16:47,Tabuk,Pizzeria,106.98,8,4
3171,11/5/2023 4:34,Medina,Sweets,135.88,19,5
3172,12/31/2024 6:30,Mecca,Sweets,784.63,13,3
3173,4/15/2024 20:11,Medina,Fast Food,188.19,18,3
3174,10/2/2024 14:16,Riyadh,Bakeries,674.99,5,2
3175,5/19/2024 11:35,Buraidah,Bakeries,232.22,6,1
3176,7/11/2023 21:18,Jeddah,Bakeries,242.61,6,2
3177,1/22/2023 23:14,Buraidah,Burger,182.06,13,1
3178,11/19/2024 20:54,Khobar,Italian Cuisine,94.55,4,2
3179,3/13/2024 18:00,Hail,Fast Food,459.41,5,2
3180,4/8/2023 10:20,Dammam,Burger,334.60,7,4
3181,7/6/2022 7:29,Jeddah,Italian Cuisine,715.16,15,3
3182,11/12/2022 14:13,Abha,Sushi,292.50,11,3
3183,4/12/2024 0:42,Dammam,Sushi,233.62,8,2
3184,10/11/2022 16:31,Riyadh,Burger,412.23,17,2
3185,8/11/2024 7:44,Medina,Bakeries,129.93,11,2
3186,2/8/2023 5:02,Khobar,Barbecue,522.65,7,4
3187,11/15/2023 19:51,Medina,Fast Food,509.13,6,5
3188,10/28/2022 1:03,Riyadh,Burger,753.03,13,4
3189,9/2/2022 11:44,Dammam,Vegetarian/Vegan,321.95,5,2
3190,8/2/2022 3:25,Hail,Bakeries,51.07,19,5
3191,4/15/2023 4:31,Khobar,Sweets,793.45,5,3
3192,5/24/2022 11:57,Riyadh,Coffee,382.97,13,1
3193,8/6/2024 8:11,Khobar,Vegetarian/Vegan,767.33,18,3
3194,11/4/2022 3:10,Tabuk,Vegetarian/Vegan,406.45,19,5
3195,6/2/2022 3:21,Medina,Burger,585.82,13,2
3196,8/4/2022 23:02,Jeddah,Vegetarian/Vegan,403.28,14,5
3197,10/24/2024 9:54,Jeddah,Burger,325.71,12,2
3198,8/8/2023 19:34,Medina,Sweets,89.96,12,2
3199,8/9/2024 2:31,Medina,Indian Cuisine,710.20,17,3
3200,3/19/2022 8:07,Buraidah,Fast Food,592.17,13,2
3201,3/20/2023 20:11,Hail,Seafood,187.92,7,2
3202,8/31/2023 7:45,Khobar,Bakeries,523.26,11,4
3203,10/13/2022 22:33,Hail,Vegetarian/Vegan,763.65,18,2
3204,6/10/2023 15:12,Jeddah,Burger,177.02,9,3
3205,5/8/2022 6:37,Khobar,Vegetarian/Vegan,308.99,17,1
3206,12/20/2022 1:02,Khobar,Burger,360.80,8,1
3207,3/30/2023 3:20,Abha,Sweets,768.51,5,2
3208,6/3/2024 9:51,Hail,Italian Cuisine,494.20,8,5
3209,1/8/2024 20:40,Buraidah,Sushi,580.75,13,4
3210,11/13/2022 1:26,Riyadh,Sweets,147.57,10,2
3211,10/9/2023 9:52,Mecca,Burger,241.53,14,2
3212,5/12/2024 20:48,Buraidah,Pizzeria,555.24,15,4
3213,3/14/2022 13:30,Abha,Sushi,749.27,15,5
3214,1/1/2022 14:08,Hail,Vegetarian/Vegan,236.81,13,2
3215,1/24/2024 16:27,Tabuk,Italian Cuisine,459.13,9,4
3216,9/21/2024 1:19,Jeddah,Barbecue,640.87,14,5
3217,1/31/2022 7:30,Jeddah,Pizzeria,369.65,13,1
3218,3/13/2023 14:00,Mecca,Seafood,115.25,16,2
3219,1/17/2023 15:00,Khobar,Barbecue,760.34,6,2
3220,1/3/2025 1:10,Mecca,Coffee,713.62,18,2
3221,8/24/2022 11:07,Mecca,Vegetarian/Vegan,481.51,13,3
3222,2/12/2022 11:15,Hail,Vegetarian/Vegan,502.90,15,3
3223,5/24/2024 4:34,Dammam,Burger,510.68,13,3
3224,10/9/2023 7:21,Dammam,Fast Food,199.50,14,3
3225,11/3/2023 8:13,Tabuk,Italian Cuisine,420.97,9,3
3226,9/1/2023 15:26,Jeddah,Barbecue,795.00,7,4
3227,5/12/2023 6:05,Abha,Bakeries,544.28,13,3
3228,8/29/2024 14:39,Buraidah,Burger,255.32,5,2
3229,7/6/2024 8:54,Tabuk,Vegetarian/Vegan,53.34,15,2
3230,10/7/2023 12:46,Khobar,Burger,259.03,19,4
3231,9/13/2023 1:50,Medina,Fast Food,659.78,11,4
3232,2/22/2023 9:04,Dammam,Seafood,185.90,5,3
3233,4/3/2022 0:52,Mecca,Pizzeria,572.89,17,4
3234,7/4/2024 11:58,Riyadh,Vegetarian/Vegan,655.21,9,3
3235,1/4/2023 23:28,Khobar,Fast Food,732.03,18,4
3236,3/29/2024 15:51,Jeddah,Coffee,392.60,7,2
3237,9/20/2022 7:16,Hail,Sweets,193.73,8,1
3238,3/31/2022 8:41,Khobar,Barbecue,253.73,17,3
3239,1/9/2025 15:00,Dammam,Sushi,320.91,11,1
3240,2/26/2024 5:59,Hail,Pizzeria,772.80,10,4
3241,10/24/2022 15:46,Mecca,Italian Cuisine,482.06,10,2
3242,3/5/2023 19:41,Tabuk,Pizzeria,289.02,14,1
3243,1/31/2024 8:24,Tabuk,Indian Cuisine,385.17,12,4
3244,11/13/2024 22:25,Riyadh,Sweets,588.17,17,4
3245,8/27/2022 7:35,Riyadh,Bakeries,248.17,16,3
3246,1/14/2024 18:38,Medina,Italian Cuisine,207.79,14,2
3247,12/24/2024 5:06,Mecca,Fast Food,480.03,5,1
3248,4/8/2023 8:22,Mecca,Burger,443.75,13,1
3249,7/4/2022 23:54,Khobar,Burger,112.11,8,5
3250,5/9/2024 3:38,Buraidah,Pizzeria,496.94,14,3
3251,5/3/2023 21:27,Jeddah,Pizzeria,546.74,9,5
3252,2/17/2024 14:19,Medina,Pizzeria,591.21,12,2
3253,6/19/2022 13:33,Hail,Bakeries,329.41,7,4
3254,5/23/2023 17:10,Jeddah,Sweets,727.45,5,2
3255,8/4/2022 17:49,Medina,Barbecue,357.29,10,2
3256,12/13/2022 15:47,Khobar,Barbecue,519.64,6,1
3257,1/10/2025 8:11,Khobar,Seafood,265.11,12,2
3258,3/6/2023 2:17,Khobar,Italian Cuisine,650.64,7,5
3259,7/3/2022 19:54,Mecca,Sushi,130.06,13,3
3260,2/19/2023 2:32,Khobar,Fast Food,562.20,4,3
3261,1/16/2023 0:38,Mecca,Fast Food,404.50,6,2
3262,6/1/2022 5:59,Buraidah,Pizzeria,569.98,15,2
3263,6/2/2023 2:24,Mecca,Pizzeria,488.05,18,2
3264,4/9/2022 20:15,Mecca,Bakeries,658.58,6,2
3265,1/30/2024 23:57,Tabuk,Pizzeria,762.19,8,5
3266,6/25/2023 3:32,Tabuk,Seafood,489.40,4,4
3267,6/6/2022 22:24,Medina,Sweets,83.90,7,5
3268,12/14/2023 14:48,Jeddah,Sweets,221.66,9,4
3269,4/23/2022 4:23,Hail,Pizzeria,518.93,9,4
3270,6/9/2023 2:27,Abha,Fast Food,357.09,13,1
3271,12/23/2024 20:17,Abha,Coffee,58.70,10,2
3272,7/4/2022 13:01,Medina,Fast Food,92.34,12,2
3273,2/24/2024 18:18,Buraidah,Italian Cuisine,617.81,9,3
3274,7/31/2022 7:49,Mecca,Bakeries,368.83,9,3
3275,6/11/2024 19:27,Buraidah,Seafood,588.89,17,2
3276,10/14/2022 4:35,Hail,Vegetarian/Vegan,765.80,5,2
3277,11/23/2022 2:32,Khobar,Bakeries,296.47,12,2
3278,4/11/2022 20:58,Buraidah,Seafood,156.56,12,4
3279,1/27/2025 4:15,Medina,Sushi,775.20,11,3
3280,9/20/2022 12:19,Tabuk,Pizzeria,241.53,12,5
3281,10/10/2023 8:58,Mecca,Sweets,651.50,4,3
3282,7/6/2023 5:17,Dammam,Sushi,566.09,9,4
3283,9/28/2024 18:25,Medina,Coffee,690.12,10,2
3284,2/23/2022 14:09,Buraidah,Sweets,633.43,9,2
3285,8/25/2024 6:00,Tabuk,Seafood,757.83,20,1
3286,7/11/2022 2:27,Buraidah,Pizzeria,258.03,7,2
3287,11/27/2022 8:30,Mecca,Sushi,664.02,7,1
3288,12/14/2024 23:17,Jeddah,Sushi,724.61,19,4
3289,8/16/2022 9:52,Medina,Pizzeria,438.46,7,4
3290,4/3/2022 5:11,Hail,Burger,720.10,5,3
3291,1/13/2023 21:58,Hail,Sweets,49.46,4,5
3292,12/27/2022 14:09,Dammam,Sushi,286.09,14,2
3293,5/30/2023 15:42,Tabuk,Vegetarian/Vegan,315.58,8,1
3294,12/22/2023 5:38,Khobar,Sweets,650.94,7,2
3295,6/25/2022 7:01,Riyadh,Coffee,43.25,14,3
3296,2/1/2022 18:25,Riyadh,Coffee,611.32,18,5
3297,11/19/2023 10:32,Dammam,Fast Food,291.66,11,3
3298,11/6/2022 22:24,Riyadh,Vegetarian/Vegan,191.87,13,4
3299,10/16/2023 21:51,Dammam,Seafood,630.64,11,4
3300,11/15/2022 2:04,Jeddah,Coffee,653.00,16,3
3301,7/30/2024 15:31,Jeddah,Barbecue,612.39,8,4
3302,4/21/2023 22:18,Khobar,Sushi,80.85,13,3
3303,6/24/2024 16:12,Medina,Bakeries,537.22,14,3
3304,7/14/2024 5:15,Medina,Bakeries,59.45,7,4
3305,9/23/2024 9:17,Jeddah,Indian Cuisine,663.20,14,4
3306,11/6/2023 15:20,Jeddah,Sweets,154.59,18,4
3307,9/18/2023 16:49,Jeddah,Sushi,317.66,7,5
3308,7/8/2022 5:13,Riyadh,Fast Food,315.40,4,1
3309,1/24/2024 4:26,Buraidah,Sweets,367.77,9,3
3310,2/12/2023 6:20,Mecca,Barbecue,151.21,18,2
3311,3/25/2022 20:06,Riyadh,Coffee,278.98,10,2
3312,10/17/2022 2:31,Hail,Sushi,113.45,10,3
3313,12/15/2022 22:34,Buraidah,Coffee,187.56,14,5
3314,6/27/2024 4:47,Abha,Sweets,352.80,4,2
3315,10/19/2024 10:40,Hail,Vegetarian/Vegan,732.03,9,5
3316,1/19/2024 20:19,Tabuk,Bakeries,666.55,14,3
3317,4/19/2023 11:23,Jeddah,Pizzeria,297.72,12,4
3318,10/13/2024 22:03,Jeddah,Fast Food,440.64,5,5
3319,4/21/2024 19:37,Medina,Indian Cuisine,532.74,12,4
3320,11/19/2023 9:15,Mecca,Burger,484.96,12,1
3321,10/19/2023 0:33,Medina,Coffee,352.47,6,2
3322,1/25/2024 3:41,Tabuk,Sweets,367.25,20,1
3323,12/17/2024 17:13,Jeddah,Fast Food,491.04,5,1
3324,1/15/2023 6:47,Abha,Seafood,672.57,15,3
3325,5/2/2024 1:42,Mecca,Sushi,65.66,10,2
3326,4/17/2023 8:48,Tabuk,Barbecue,246.21,11,1
3327,1/11/2023 7:28,Mecca,Coffee,782.28,11,5
3328,10/11/2023 18:40,Hail,Indian Cuisine,629.41,7,2
3329,2/7/2023 10:01,Jeddah,Italian Cuisine,621.50,9,4
3330,2/26/2022 1:57,Hail,Vegetarian/Vegan,584.73,6,2
3331,2/15/2023 14:38,Hail,Bakeries,798.32,10,5
3332,6/3/2023 11:10,Tabuk,Indian Cuisine,750.78,17,4
3333,1/7/2024 7:16,Buraidah,Pizzeria,295.73,10,4
3334,2/17/2022 9:16,Mecca,Barbecue,113.27,4,3
3335,9/25/2024 18:53,Buraidah,Seafood,117.66,11,2
3336,3/29/2022 0:05,Medina,Vegetarian/Vegan,594.76,7,5
3337,6/10/2024 14:47,Abha,Vegetarian/Vegan,790.34,6,2
3338,6/24/2024 14:38,Dammam,Bakeries,714.48,11,3
3339,5/17/2024 20:20,Buraidah,Sushi,79.09,7,3
3340,4/13/2022 17:46,Abha,Seafood,690.24,4,3
3341,11/30/2023 20:51,Dammam,Sweets,123.32,17,5
3342,11/19/2024 17:01,Riyadh,Sweets,759.59,13,2
3343,9/2/2024 14:29,Tabuk,Sweets,272.96,8,3
3344,7/23/2024 6:51,Khobar,Fast Food,242.72,14,2
3345,10/27/2023 7:42,Medina,Pizzeria,585.69,17,3
3346,5/24/2022 19:22,Medina,Pizzeria,796.89,9,2
3347,5/10/2022 5:35,Khobar,Bakeries,558.42,14,5
3348,11/12/2022 10:00,Jeddah,Italian Cuisine,482.76,7,4
3349,7/15/2022 9:53,Riyadh,Indian Cuisine,622.29,18,4
3350,2/9/2022 1:15,Tabuk,Sushi,694.64,14,4
3351,7/26/2023 6:35,Khobar,Italian Cuisine,395.46,18,3
3352,12/21/2022 13:37,Abha,Vegetarian/Vegan,259.21,7,3
3353,10/5/2024 21:54,Buraidah,Bakeries,659.67,19,4
3354,9/23/2022 13:18,Medina,Vegetarian/Vegan,739.77,14,4
3355,10/14/2023 2:51,Riyadh,Coffee,622.30,13,1
3356,1/10/2024 14:30,Hail,Coffee,533.63,6,1
3357,3/26/2023 5:20,Tabuk,Seafood,359.53,7,5
3358,12/3/2022 18:47,Mecca,Seafood,235.87,16,2
3359,1/18/2022 0:44,Abha,Indian Cuisine,440.06,13,3
3360,10/17/2023 13:10,Abha,Sushi,689.96,16,4
3361,7/21/2022 15:15,Khobar,Pizzeria,774.81,12,3
3362,7/10/2022 20:21,Khobar,Vegetarian/Vegan,350.57,6,3
3363,10/23/2024 11:14,Abha,Sushi,725.52,9,3
3364,11/25/2022 6:44,Medina,Pizzeria,567.61,15,5
3365,12/11/2022 0:04,Khobar,Sushi,214.03,10,3
3366,4/25/2024 17:07,Khobar,Seafood,576.38,6,1
3367,1/14/2023 12:21,Hail,Italian Cuisine,499.16,5,1
3368,3/13/2024 21:45,Buraidah,Indian Cuisine,422.27,9,3
3369,2/17/2022 23:25,Hail,Pizzeria,265.55,19,2
3370,1/7/2024 2:27,Hail,Fast Food,54.98,7,5
3371,12/1/2022 22:51,Mecca,Barbecue,159.64,15,2
3372,7/1/2023 1:45,Dammam,Sweets,95.61,13,1
3373,1/8/2024 5:44,Riyadh,Coffee,193.55,19,3
3374,4/30/2023 18:57,Abha,Sweets,756.25,19,2
3375,1/8/2024 8:30,Buraidah,Italian Cuisine,581.21,7,2
3376,8/4/2024 3:28,Tabuk,Coffee,687.78,6,2
3377,6/3/2023 7:57,Medina,Indian Cuisine,666.12,13,2
3378,6/9/2022 15:31,Abha,Indian Cuisine,783.55,16,3
3379,8/15/2022 1:11,Tabuk,Sweets,52.72,6,5
3380,2/18/2022 1:41,Jeddah,Italian Cuisine,402.67,10,5
3381,12/23/2022 5:29,Buraidah,Fast Food,739.42,12,1
3382,7/11/2023 10:54,Mecca,Pizzeria,275.69,20,4
3383,12/26/2022 2:53,Dammam,Coffee,423.54,9,4
3384,6/7/2024 20:09,Khobar,Indian Cuisine,303.45,14,3
3385,11/19/2024 0:48,Buraidah,Italian Cuisine,652.64,5,1
3386,6/5/2024 6:01,Medina,Coffee,690.39,18,3
3387,5/3/2024 17:28,Medina,Seafood,717.07,7,3
3388,12/23/2024 1:54,Jeddah,Vegetarian/Vegan,181.79,7,3
3389,9/19/2022 18:53,Jeddah,Indian Cuisine,631.02,18,2
3390,1/9/2024 13:37,Abha,Fast Food,631.37,7,3
3391,5/20/2023 21:13,Abha,Bakeries,161.62,14,4
3392,7/21/2022 23:44,Jeddah,Pizzeria,522.00,17,4
3393,1/18/2022 7:44,Dammam,Sweets,675.50,12,4
3394,12/24/2022 21:41,Jeddah,Fast Food,192.28,10,2
3395,1/13/2022 17:52,Abha,Italian Cuisine,672.79,10,4
3396,7/17/2022 16:30,Dammam,Italian Cuisine,663.54,18,2
3397,1/16/2025 16:48,Medina,Barbecue,221.48,20,4
3398,3/14/2024 10:51,Buraidah,Bakeries,594.93,6,1
3399,10/2/2022 22:09,Riyadh,Fast Food,643.36,10,2
3400,8/2/2024 5:12,Abha,Pizzeria,665.94,4,2
3401,8/17/2022 1:45,Tabuk,Fast Food,588.06,6,4
3402,6/12/2024 20:38,Abha,Seafood,143.41,17,3
3403,10/30/2024 13:29,Jeddah,Bakeries,450.34,16,3
3404,8/20/2023 2:27,Jeddah,Barbecue,788.11,6,4
3405,11/15/2024 3:33,Jeddah,Burger,382.00,6,4
3406,12/21/2022 0:31,Mecca,Coffee,646.63,16,2
3407,4/21/2023 8:46,Dammam,Bakeries,556.78,12,2
3408,9/17/2022 17:49,Medina,Vegetarian/Vegan,615.56,6,5
3409,6/24/2023 18:27,Tabuk,Indian Cuisine,178.20,8,4
3410,11/3/2022 18:20,Dammam,Barbecue,209.46,7,2
3411,8/25/2024 17:09,Khobar,Barbecue,619.87,13,2
3412,9/7/2022 6:04,Khobar,Vegetarian/Vegan,211.17,4,2
3413,2/24/2022 6:32,Buraidah,Pizzeria,551.78,9,3
3414,3/30/2022 22:26,Abha,Pizzeria,794.09,17,5
3415,4/19/2024 16:46,Jeddah,Sushi,735.80,19,2
3416,8/17/2023 8:19,Abha,Sushi,765.17,13,5
3417,1/31/2025 6:43,Hail,Fast Food,702.03,16,2
3418,4/23/2022 22:40,Buraidah,Bakeries,203.38,20,4
3419,1/11/2025 12:58,Khobar,Italian Cuisine,450.48,5,4
3420,11/24/2023 20:08,Hail,Barbecue,692.88,14,3
3421,3/29/2022 13:32,Abha,Coffee,54.01,8,2
3422,8/8/2023 4:53,Abha,Indian Cuisine,179.33,7,3
3423,12/28/2023 11:38,Jeddah,Seafood,784.03,16,5
3424,5/26/2023 15:29,Dammam,Seafood,129.30,7,1
3425,12/9/2023 6:33,Dammam,Indian Cuisine,341.82,9,3
3426,2/12/2022 23:43,Mecca,Italian Cuisine,84.84,9,4
3427,7/6/2024 10:17,Riyadh,Bakeries,352.64,4,1
3428,11/7/2024 16:57,Buraidah,Fast Food,193.70,19,1
3429,4/18/2024 20:06,Abha,Bakeries,589.92,9,4
3430,10/16/2022 0:51,Mecca,Barbecue,552.58,16,4
3431,12/23/2022 7:56,Medina,Coffee,182.38,18,3
3432,1/9/2025 0:34,Dammam,Bakeries,508.61,6,4
3433,7/16/2022 19:22,Khobar,Indian Cuisine,310.73,6,2
3434,12/15/2022 3:47,Dammam,Sweets,633.57,14,4
3435,9/22/2024 19:58,Tabuk,Fast Food,487.90,19,4
3436,5/11/2023 7:11,Tabuk,Sushi,223.17,19,3
3437,8/3/2023 7:39,Buraidah,Pizzeria,387.25,8,4
3438,2/6/2024 4:33,Dammam,Seafood,336.11,9,2
3439,4/10/2023 5:40,Khobar,Coffee,759.04,19,4
3440,3/2/2022 12:55,Tabuk,Vegetarian/Vegan,437.00,12,4
3441,12/11/2022 22:17,Dammam,Coffee,543.57,19,3
3442,6/6/2022 15:57,Abha,Pizzeria,518.76,6,2
3443,2/3/2023 10:42,Hail,Indian Cuisine,592.66,6,2
3444,5/13/2023 22:32,Jeddah,Seafood,799.28,18,3
3445,2/24/2024 5:43,Tabuk,Seafood,536.92,17,5
3446,6/19/2024 18:11,Tabuk,Pizzeria,207.91,14,4
3447,7/17/2022 7:03,Medina,Vegetarian/Vegan,628.93,12,4
3448,6/2/2022 8:07,Medina,Fast Food,742.29,6,3
3449,5/17/2022 0:01,Mecca,Fast Food,634.54,17,3
3450,1/13/2025 9:23,Hail,Sweets,146.73,4,3
3451,1/27/2025 15:14,Buraidah,Sushi,550.42,8,4
3452,7/31/2022 9:34,Mecca,Indian Cuisine,763.11,8,2
3453,6/16/2024 8:04,Dammam,Italian Cuisine,295.43,20,2
3454,1/8/2024 12:42,Tabuk,Vegetarian/Vegan,639.09,13,2
3455,3/24/2023 17:00,Riyadh,Fast Food,634.66,13,1
3456,3/30/2023 22:04,Abha,Indian Cuisine,701.37,19,1
3457,10/8/2023 8:00,Tabuk,Italian Cuisine,318.96,10,1
3458,8/30/2024 3:36,Khobar,Italian Cuisine,745.28,12,5
3459,2/1/2022 22:04,Jeddah,Fast Food,694.07,7,2
3460,4/24/2022 2:46,Mecca,Seafood,595.02,14,3
3461,11/7/2023 9:00,Jeddah,Barbecue,428.48,9,3
3462,7/19/2023 2:32,Mecca,Vegetarian/Vegan,163.69,5,1
3463,2/10/2023 23:57,Dammam,Sushi,392.69,17,5
3464,10/22/2024 18:06,Tabuk,Italian Cuisine,534.22,6,4
3465,9/4/2022 18:18,Dammam,Burger,754.85,8,5
3466,3/9/2024 17:18,Dammam,Coffee,124.91,6,3
3467,9/18/2023 19:14,Mecca,Fast Food,785.21,6,3
3468,8/3/2022 18:12,Khobar,Burger,245.41,10,4
3469,8/4/2024 12:56,Medina,Italian Cuisine,646.74,17,4
3470,6/8/2023 5:19,Hail,Burger,109.49,20,3
3471,8/3/2024 11:18,Dammam,Coffee,481.33,9,3
3472,7/12/2023 5:50,Jeddah,Italian Cuisine,674.26,15,4
3473,3/8/2024 15:26,Dammam,Indian Cuisine,320.42,15,2
3474,4/24/2022 1:07,Medina,Indian Cuisine,434.02,10,4
3475,1/18/2023 3:30,Hail,Fast Food,295.78,16,4
3476,3/31/2024 11:43,Buraidah,Pizzeria,269.05,11,4
3477,10/11/2023 18:23,Jeddah,Vegetarian/Vegan,617.13,12,3
3478,2/4/2022 0:14,Abha,Pizzeria,307.12,11,3
3479,5/28/2024 13:44,Dammam,Seafood,557.54,16,4
3480,1/6/2025 18:14,Jeddah,Coffee,692.08,10,2
3481,8/19/2022 11:57,Dammam,Coffee,794.94,13,2
3482,4/28/2024 18:36,Jeddah,Bakeries,716.87,10,3
3483,2/27/2022 0:48,Dammam,Coffee,643.74,17,3
3484,11/8/2024 6:08,Buraidah,Barbecue,350.44,7,3
3485,2/12/2024 6:27,Buraidah,Burger,705.98,11,4
3486,8/9/2024 22:01,Mecca,Sushi,748.72,18,2
3487,2/22/2023 8:33,Mecca,Fast Food,757.49,7,4
3488,1/21/2022 1:21,Mecca,Indian Cuisine,455.66,7,4
3489,10/22/2022 0:22,Medina,Sushi,51.46,16,2
3490,6/18/2022 8:24,Khobar,Vegetarian/Vegan,296.94,4,5
3491,4/30/2023 10:19,Jeddah,Sweets,46.11,4,4
3492,2/12/2022 0:42,Abha,Sushi,423.41,12,4
3493,3/4/2022 6:32,Tabuk,Burger,405.18,16,1
3494,3/9/2022 15:15,Mecca,Fast Food,522.15,10,3
3495,3/8/2023 7:31,Dammam,Fast Food,294.98,9,1
3496,5/18/2024 22:32,Dammam,Vegetarian/Vegan,153.33,9,3
3497,10/13/2023 12:12,Abha,Pizzeria,205.58,10,3
3498,4/3/2022 4:56,Jeddah,Indian Cuisine,341.76,5,3
3499,5/11/2022 20:30,Jeddah,Coffee,548.71,8,2
3500,6/23/2022 14:12,Mecca,Sweets,290.53,13,2
3501,1/26/2023 14:08,Buraidah,Vegetarian/Vegan,337.55,16,3
3502,2/3/2023 12:03,Medina,Seafood,610.79,6,3
3503,5/25/2023 9:55,Riyadh,Vegetarian/Vegan,699.70,17,3
3504,4/18/2022 3:20,Tabuk,Sushi,378.21,11,3
3505,2/21/2023 22:15,Buraidah,Bakeries,233.60,18,3
3506,12/22/2022 4:22,Buraidah,Indian Cuisine,88.10,8,5
3507,9/26/2022 10:22,Tabuk,Vegetarian/Vegan,697.16,8,3
3508,3/28/2023 11:33,Medina,Barbecue,64.25,13,4
3509,4/19/2024 6:21,Medina,Burger,498.22,17,4
3510,6/14/2024 4:05,Dammam,Seafood,370.48,14,2
3511,7/8/2023 12:17,Riyadh,Barbecue,336.48,17,3
3512,6/29/2023 21:15,Riyadh,Italian Cuisine,346.34,6,5
3513,8/13/2022 22:57,Riyadh,Sweets,178.18,16,2
3514,1/12/2022 3:12,Mecca,Fast Food,154.27,4,4
3515,9/9/2022 19:43,Abha,Coffee,568.94,14,1
3516,4/15/2024 7:54,Riyadh,Indian Cuisine,414.63,8,2
3517,3/29/2023 2:02,Riyadh,Burger,536.79,8,4
3518,5/18/2024 10:31,Dammam,Italian Cuisine,428.51,5,4
3519,5/4/2023 17:59,Riyadh,Pizzeria,179.88,14,5
3520,1/31/2023 18:49,Riyadh,Barbecue,579.76,18,3
3521,1/28/2024 6:38,Buraidah,Bakeries,145.65,12,4
3522,12/30/2023 9:27,Tabuk,Seafood,225.24,17,2
3523,2/7/2022 13:27,Abha,Pizzeria,268.56,9,4
3524,4/24/2023 6:50,Mecca,Italian Cuisine,275.31,18,1
3525,11/25/2022 20:06,Mecca,Indian Cuisine,73.70,12,5
3526,5/21/2022 1:38,Medina,Bakeries,744.79,10,3
3527,6/15/2022 18:15,Buraidah,Bakeries,740.27,9,5
3528,10/29/2022 4:02,Jeddah,Burger,316.75,15,4
3529,4/27/2022 12:30,Tabuk,Sushi,114.94,13,5
3530,1/4/2025 11:14,Buraidah,Barbecue,782.59,20,5
3531,3/26/2022 12:02,Tabuk,Sushi,777.93,9,5
3532,8/16/2023 6:07,Mecca,Seafood,593.09,11,4
3533,7/17/2022 22:54,Khobar,Seafood,42.11,10,2
3534,1/27/2023 8:17,Dammam,Seafood,104.46,16,4
3535,10/12/2024 15:57,Tabuk,Barbecue,707.80,13,2
3536,3/11/2023 1:55,Khobar,Sushi,752.19,13,4
3537,11/12/2022 10:49,Abha,Sweets,770.08,6,2
3538,11/23/2022 1:53,Buraidah,Italian Cuisine,594.09,6,5
3539,10/26/2023 2:56,Mecca,Vegetarian/Vegan,774.00,19,2
3540,4/21/2024 10:42,Riyadh,Coffee,770.59,19,4
3541,11/11/2024 20:11,Medina,Sushi,284.45,15,2
3542,7/25/2023 14:41,Mecca,Barbecue,267.47,6,2
3543,6/21/2022 20:03,Abha,Fast Food,505.16,12,3
3544,10/31/2024 12:41,Riyadh,Indian Cuisine,267.99,5,3
3545,2/21/2024 12:32,Tabuk,Fast Food,556.73,16,1
3546,7/15/2022 22:22,Tabuk,Sushi,99.98,11,3
